genome_id,file,bytes,sha256,shape,dtype,per_row_sum_min,per_row_sum_max
4875,Acidipropionibacterium_acidipropionici_ATCC_4875.pt,12265,c1e004fbef984fb9877a4d5e3099aff6263df17bc4a00108a132d3cc1482355b,1x5376,torch.bfloat16,2.9996275901794434,2.9996275901794434
15308,Acinetobacter_baumannii_ATCC_15308.pt,12131,fffc3b6fe6d3d957ab0a4417a6a795abe628e7f68af7eee4cb0ab8904dc94862,1x5376,torch.bfloat16,2.999833822250366,2.999833822250366
17961,Acinetobacter_baumannii_ATCC_17961.pt,12131,dc9a590692d19fec046c8285d9d3cf66b943ccbb88929793f58d2e7f0bdf93ad,1x5376,torch.bfloat16,3.0000081062316895,3.0000081062316895
17978,Acinetobacter_baumannii_ATCC_17978.pt,12131,4b89bb29358e04dca0406591e72da272a9fe94b339198cef01f6cd9519dae838,1x5376,torch.bfloat16,3.0001187324523926,3.0001187324523926
19606,Acinetobacter_baumannii_ATCC_19606.pt,12131,664dfea8b0c5d9f0c51d6893dff3a5fa45e2e25d3a0af7dac5ecd1dfe404af93,1x5376,torch.bfloat16,3.0000550746917725,3.0000550746917725
BAA-1605,Acinetobacter_baumannii_ATCC_BAA_1605.pt,12210,a52f4a2cc88cc0811f55fc0cbfdf5761a968d29297a9c0306dec549f72e8150a,1x5376,torch.bfloat16,2.999911069869995,2.999911069869995
BAA-1710,Acinetobacter_baumannii_ATCC_BAA_1710.pt,12210,11d23b88909a0ec76a42607153f12518a9bc7b3374a7114b2b01dfdaa9466939,1x5376,torch.bfloat16,3.0001213550567627,3.0001213550567627
BAA-1794,Acinetobacter_baumannii_ATCC_BAA_1794.pt,12210,b322623173553d4474b082dab8db76e17a10d0e42884080b9a01c053ef5509b6,1x5376,torch.bfloat16,3.0001606941223145,3.0001606941223145
BAA-1798,Acinetobacter_baumannii_ATCC_BAA_1798.pt,12210,c2974f5a364620fb8943e5c0ccd8f04c31690e2ef7d53a0ab4e99c55508bac40,1x5376,torch.bfloat16,3.0000460147857666,3.0000460147857666
BAA-1800,Acinetobacter_baumannii_ATCC_BAA_1800.pt,12210,fc8488ea4b3ff325b46db44ae68bc68682c319195655dc2e267c01928714eeef,1x5376,torch.bfloat16,3.000279426574707,3.000279426574707
BAA-747,Acinetobacter_baumannii_ATCC_BAA_747.pt,12141,21959534995e72fd8275add450446a9ec40a8ea567f1e799cff694a449f15638,1x5376,torch.bfloat16,3.0000016689300537,3.0000016689300537
33304,Acinetobacter_baylyi_ATCC_33304.pt,12116,c2a8af9b5be59d5faa52f4ec2d5f5d32d853ab3cd32f398ad8d8786dc2be15fe,1x5376,torch.bfloat16,2.999870777130127,2.999870777130127
23055,Acinetobacter_calcoaceticus_ATCC_23055.pt,12215,4463c4eed6833f42b77ba6c1c5c2cb7e16e151aa9a9c402ec05edeeb29c6576e,1x5376,torch.bfloat16,2.999816417694092,2.999816417694092
17908,Acinetobacter_junii_ATCC_17908.pt,12111,3bab37659b09fa0fda23142b7a45702e4fa685cf6575b595cd0a984a53c1ebeb,1x5376,torch.bfloat16,2.999868631362915,2.999868631362915
15309,Acinetobacter_lwoffii_ATCC_15309.pt,12121,d1a2250b54477f9c2dd47d160ea7bd7c870a25ce488f4659e95439fba71f87a8,1x5376,torch.bfloat16,2.999966621398926,2.999966621398926
12104,Actinomyces_naeslundii_ATCC_12104.pt,12126,2e056fb0a3a9091193c71eb84d3dffc96be4bc41a8f80480f0a9bc7782d8cecf,1x5376,torch.bfloat16,2.9999840259552,2.9999840259552
15987,Actinomyces_viscosus_ATCC_15987.pt,12116,4045efa3d56a565bac8b6c8bf8cc3d67a77bebde2a7399a3f1e7145e6ee050d7,1x5376,torch.bfloat16,2.9997692108154297,2.9997692108154297
700406,Aerococcus_viridans_ATCC_700406.pt,12116,5e346c483f5c26896097210fc5e1f1715d37bd64ec29997e03cce7a8e975bf6d,1x5376,torch.bfloat16,2.999927520751953,2.999927520751953
35654,Aeromonas_hydrophila_ATCC_35654.pt,12116,0da9ffe5d1d359627f1c6dd111b1c4667b0dc0f990cf497ee7a826df82588bf3,1x5376,torch.bfloat16,2.999913454055786,2.999913454055786
49140,Aeromonas_hydrophila_ATCC_49140.pt,12116,ef2d4ce078c3f3cc7b4e304eccf27757994a858b1096b7f22ee5f716b4df2bfb,1x5376,torch.bfloat16,2.999804973602295,2.999804973602295
7966,Aeromonas_hydrophila_ATCC_7966.pt,12111,c9c44b5645a3f3f192851c6ccd328259269544a9783bdaee1417675991d1ed90,1x5376,torch.bfloat16,3.000072717666626,3.000072717666626
33658,Aeromonas_salmonicida_subsp_salmonicida_ATCC_33658.pt,12275,ab040a291d51913a93928c2111fff2d4692f7a7acc69bd503528ccd6862fe7b9,1x5376,torch.bfloat16,3.0002050399780273,3.0002050399780273
43979,Aeromonas_sobria_ATCC_43979.pt,12096,411701dc5f16fd10a55a3941301c690da48055cfc4f37aa1b120394a3023ac0a,1x5376,torch.bfloat16,3.0002224445343018,3.0002224445343018
35624,Aeromonas_veronii_ATCC_35624.pt,12101,7a564426bad9c12355fa91e09aa0186586ab99bbfa29799b45a0281d7cd672de,1x5376,torch.bfloat16,3.0001299381256104,3.0001299381256104
29522,Aggregatibacter_actinomycetemcomitans_ATCC_29522.pt,12265,033fc00009d43f29924d2e53f3105017fd55e658546c40798de997d41dfdadb4,1x5376,torch.bfloat16,3.0000557899475098,3.0000557899475098
29523,Aggregatibacter_actinomycetemcomitans_ATCC_29523.pt,12265,360174fbaffb2a7886e34ab09cbb465629c68fcfdbb483948887222f7424fed1,1x5376,torch.bfloat16,2.999795436859131,2.999795436859131
8750,Alcaligenes_faecalis_subsp_faecalis_ATCC_8750.pt,12250,86f4a06c2ff4ed1b2d9e84b0de5956dc6431382de5021a4b5dcba39ec2d7c96c,1x5376,torch.bfloat16,2.9998714923858643,2.9998714923858643
49025,Alicyclobacillus_acidoterrestris_ATCC_49025.pt,12240,9572152a2c61d51c7ac115ee12cb2218025e9ca4a1d04ad0dd89ea7a35eb2d69,1x5376,torch.bfloat16,3.000009059906006,3.000009059906006
51259,Alloprevotella_tannerae_ATCC_51259.pt,12131,886b0dce9a5611aad46fb0cad7c58d697db6045013cc8b2b7f4cbeb5337babae,1x5376,torch.bfloat16,3.000182867050171,3.000182867050171
66981,Alternaria_alternata_ATCC_66981.pt,12116,2d8bed924f1e65df15d6d7958ba06e55c38a7ad03b04739c66a000e224cd1e56,1x5376,torch.bfloat16,3.0002832412719727,3.0002832412719727
22342,Aspergillus_awamori_ATCC_22342.pt,12111,c675c9fef34437c13f54350ef6082f0578e9dc08f570cff17dc6a3316bade366,1x5376,torch.bfloat16,2.999905586242676,2.999905586242676
16404,Aspergillus_brasiliensis_ATCC_16404.pt,12136,ce6a1efd82c12547de080119010a8432e316f108ff213c50e6db26a7b53ade1d,1x5376,torch.bfloat16,3.0000743865966797,3.0000743865966797
9642,Aspergillus_brasiliensis_ATCC_9642.pt,12131,a35137d57e0230955045fd15a406e9b2cb74b50d5144f22ec8bce448a320ded1,1x5376,torch.bfloat16,2.9999237060546875,2.9999237060546875
20611,Aspergillus_fijiensis_ATCC_20611.pt,12121,eb4ab3063968731490d2f62a8a5ebb832c94c8681f6d067d5c259e9dd3c27fce,1x5376,torch.bfloat16,3.000171661376953,3.000171661376953
204304,Aspergillus_flavus_ATCC_204304.pt,12111,12056195d8b49adae0e475a26fefd17959951cda109bf141b48cf3c85958b135,1x5376,torch.bfloat16,3.0000500679016113,3.0000500679016113
9643,Aspergillus_flavus_ATCC_9643.pt,12101,99c67b5006053d30f936aa6bb684771eb14a302affab81a23a2a1654df9cfa08,1x5376,torch.bfloat16,3.000199794769287,3.000199794769287
1022,Aspergillus_fumigatus_ATCC_1022.pt,12116,f243181423f3f5345ac837647bffe1528b14540c57819db332f6891672ef23b4,1x5376,torch.bfloat16,3.0002102851867676,3.0002102851867676
204305,Aspergillus_fumigatus_ATCC_204305.pt,12126,545d8c0564bf6840255cb15ffbee33ee4e9db811978f7b15dffab397bbb57a5f,1x5376,torch.bfloat16,3.0002245903015137,3.0002245903015137
96918,Aspergillus_fumigatus_ATCC_96918.pt,12121,1080b6a94f23431d04a0251b648a13572a77cce5f9047e81b3ad7efa450ca313,1x5376,torch.bfloat16,3.000026226043701,3.000026226043701
1015,Aspergillus_niger_ATCC_1015.pt,12096,2f33417b2517bd9ce566d7ac5458555eecbad9e172ef83cd8548f3559bde1828,1x5376,torch.bfloat16,3.000056266784668,3.000056266784668
6275,Aspergillus_niger_ATCC_6275.pt,12096,c3342019845dcb9b81244e3544d0a62f30fe186d07d0e2d40179811156c2c9a7,1x5376,torch.bfloat16,2.9999136924743652,2.9999136924743652
9142,Aspergillus_niger_ATCC_9142.pt,12096,ac88092634eb043a9d56081d1ce2c04ec0b9abe9e40484bd1f4c12d56282b9a7,1x5376,torch.bfloat16,3.0000123977661133,3.0000123977661133
MYA-4892,Aspergillus_niger_ATCC_MYA_4892.pt,12116,f76238a8e12400f4e06488a37d3b0f95dd04e7a2161d61527febbb2a094e625f,1x5376,torch.bfloat16,3.0001277923583984,3.0001277923583984
