bin_left,bin_right,bin_center,count,fraction
0.52,0.521,0.5205,478624,0.00013493893308027773
0.521,0.522,0.5215,443419,0.00012501355295079994
0.522,0.523,0.5225,406239,0.00011453135913702393
0.523,0.524,0.5235,370606,0.00010448531254836658
0.524,0.525,0.5245,394702,0.00011127872142778418
0.525,0.526,0.5255,386677,0.00010901622531816739
0.526,0.527,0.5265,402824,0.00011356856484240196
0.527,0.528,0.5275,369406,0.00010414699537309677
0.528,0.529,0.5285,344012,9.698764008242901e-05
0.529,0.53,0.5295,345147,9.730763174403836e-05
0.53,0.531,0.5305,366203,0.0001032439704461058
0.531,0.532,0.5315,328375,9.25790853576841e-05
0.532,0.533,0.5325,362861,0.0001023017571129794
0.533,0.534,0.5335,284061,8.008559593692913e-05
0.534,0.535,0.5345,305023,8.599543312693378e-05
0.535,0.536,0.5355,320847,9.045670894482489e-05
0.536,0.537,0.5365,295772,8.338728963658301e-05
0.537,0.538,0.5375,265707,7.491103474117753e-05
0.538,0.539,0.5385,328601,9.264280175902659e-05
0.539,0.54,0.5395,241532,6.809535331438799e-05
0.54,0.541,0.5405,295506,8.331229599606486e-05
0.541,0.542,0.5415,256330,7.226736794742343e-05
0.542,0.543,0.5425,243911,6.876606711436037e-05
0.543,0.544,0.5435,260448,7.342835972055762e-05
0.544,0.545,0.5445,257558,7.261357919011619e-05
0.545,0.546,0.5455,244667,6.897920693478035e-05
0.546,0.547,0.5465,218531,6.161065885740409e-05
0.547,0.548,0.5475,215151,6.065773214706081e-05
0.548,0.549,0.5485,221442,6.243135993841275e-05
0.549,0.55,0.5495,193337,5.450768976261461e-05
0.55,0.551,0.5505,231498,6.526645786717367e-05
0.551,0.552,0.5515,213278,6.012967542266053e-05
0.552,0.553,0.5525,201453,5.679584159135603e-05
0.553,0.554,0.5535,199953,5.637294512226878e-05
0.554,0.555,0.5545,200411,5.6502069510830084e-05
0.555,0.556,0.5555,143252,4.0387176659791286e-05
0.556,0.557,0.5565,210068,5.922467697881381e-05
0.557,0.558,0.5575,164271,4.6313083915621246e-05
0.558,0.559,0.5585,178159,5.022854135741041e-05
0.559,0.56,0.5595,149324,4.209906156665648e-05
0.56,0.561,0.5605,188810,5.323138821890928e-05
0.561,0.562,0.5615,148906,4.1981214417270834e-05
0.562,0.563,0.5625,160039,4.5119952010836415e-05
0.563,0.564,0.5635,152786,4.307510661730985e-05
0.564,0.565,0.5645,144467,4.072972279975196e-05
0.565,0.566,0.5655,139830,3.942240884831357e-05
0.566,0.567,0.5665,134647,3.796116058212742e-05
0.567,0.568,0.5675,140752,3.9682349211312533e-05
0.568,0.569,0.5685,133840,3.773364228175848e-05
0.569,0.57,0.5695,137572,3.878580869684756e-05
0.57,0.571,0.5705,119641,3.373050430537856e-05
0.571,0.572,0.5715,98094,2.765573749242989e-05
0.572,0.573,0.5725,138843,3.914414297165416e-05
0.573,0.574,0.5735,120980,3.410800988678378e-05
0.574,0.575,0.5745,100392,2.830361488307156e-05
0.575,0.576,0.5755,118149,3.330986328412644e-05
0.576,0.577,0.5765,109193,3.0784889432696156e-05
0.577,0.578,0.5775,99084,2.7934849162027475e-05
0.578,0.579,0.5785,113872,3.210404448526899e-05
0.579,0.58,0.5795,83224,2.346342382887827e-05
0.58,0.581,0.5805,96115,2.709779608421411e-05
0.581,0.582,0.5815,95580,2.6946963010239656e-05
0.582,0.583,0.5825,101519,2.862135109684578e-05
0.583,0.584,0.5835,82860,2.3360800952379765e-05
0.584,0.585,0.5845,79270,2.2348668736364275e-05
0.585,0.586,0.5855,87031,2.4536735067421716e-05
0.586,0.587,0.5865,84209,2.37411258435789e-05
0.587,0.588,0.5875,82406,2.323280428773602e-05
0.588,0.589,0.5885,73746,2.0791282006205624e-05
0.589,0.59,0.5895,70589,1.9901225904266655e-05
0.59,0.591,0.5905,79591,2.243916858074895e-05
0.591,0.592,0.5915,68068,1.9190477905220684e-05
0.592,0.593,0.5925,66975,1.888232734474577e-05
0.593,0.594,0.5935,70281,1.9814391162614073e-05
0.594,0.595,0.5945,62967,1.7752347979344638e-05
0.595,0.596,0.5955,65031,1.8334253520808694e-05
0.596,0.597,0.5965,62938,1.7744171980942283e-05
0.597,0.598,0.5975,69030,1.9461695507395307e-05
0.598,0.599,0.5985,66137,1.8646069184015695e-05
0.599,0.6,0.5995,5569,1.5700736242312684e-06
0.6,0.601,0.6005,69967,1.9725864835085143e-05
0.601,0.602,0.6015,63928,1.8023283650539868e-05
0.602,0.603,0.6025,57127,1.610587105969827e-05
0.603,0.604,0.6035,52548,1.4814909105064589e-05
0.604,0.605,0.6045,49774,1.4032832568232566e-05
0.605,0.606,0.6055,47209,1.3309679606093366e-05
0.606,0.607,0.6065,49926,1.4075686077100074e-05
0.607,0.608,0.6075,43886,1.2372822961575408e-05
0.608,0.609,0.6085,45933,1.294993567638981e-05
0.609,0.61,0.6095,39088,1.1020118122454986e-05
0.61,0.611,0.6105,40693,1.1472617344378345e-05
0.611,0.612,0.6115,41146,1.1600332078042696e-05
0.612,0.613,0.6125,40242,1.134546647267278e-05
0.613,0.614,0.6135,37164,1.0477682918105739e-05
0.614,0.615,0.6145,42237,1.1907918776558823e-05
0.615,0.616,0.6155,33507,9.44666132647102e-06
0.616,0.617,0.6165,31651,8.923397428720395e-06
0.617,0.618,0.6175,36667,1.0337563221348164e-05
0.618,0.619,0.6185,29034,8.185584055652837e-06
0.619,0.62,0.6195,33602,9.473444769513214e-06
0.62,0.621,0.6205,32755,9.234649229968612e-06
0.621,0.622,0.6215,30404,8.571829497419193e-06
0.622,0.623,0.6225,30260,8.531231436386818e-06
0.623,0.624,0.6235,24393,6.8771423802968814e-06
0.624,0.625,0.6245,20472,5.7716910101028064e-06
0.625,0.626,0.6255,40025,1.1284287450144824e-05
0.626,0.627,0.6265,22625,6.378688408732708e-06
0.627,0.628,0.6275,26007,7.332178981034764e-06
0.628,0.629,0.6285,24612,6.93888526478362e-06
0.629,0.63,0.6295,23729,6.689940209980925e-06
0.63,0.631,0.6305,24311,6.8540240399867786e-06
0.631,0.632,0.6315,22891,6.453682049250847e-06
0.632,0.633,0.6325,21835,6.155962935013422e-06
0.633,0.634,0.6335,20953,5.907299811190119e-06
0.634,0.635,0.6345,19676,5.547273950507172e-06
0.635,0.636,0.6355,21874,6.1669582432096905e-06
0.636,0.637,0.6365,20173,5.687393647264747e-06
0.637,0.638,0.6375,16227,4.574894002585885e-06
0.638,0.639,0.6385,18163,5.120712378687831e-06
0.639,0.64,0.6395,16306,4.597166549957813e-06
0.64,0.641,0.6405,18658,5.260268213486624e-06
0.641,0.642,0.6415,18121,5.108871277553388e-06
0.642,0.643,0.6425,17304,4.8785336673905315e-06
0.643,0.644,0.6435,14582,4.111117541486866e-06
0.644,0.645,0.6445,15946,4.495671397376873e-06
0.645,0.646,0.6455,14827,4.180190631437784e-06
0.646,0.647,0.6465,12610,3.555149650126826e-06
0.647,0.648,0.6475,15472,4.362036113145302e-06
0.648,0.649,0.6485,13411,3.7809763646194184e-06
0.649,0.65,0.6495,11861,3.343983346562592e-06
0.65,0.651,0.6505,14377,4.053321690711608e-06
0.651,0.652,0.6515,13445,3.7905620179187296e-06
0.652,0.653,0.6525,11883,3.350185828109205e-06
0.653,0.654,0.6535,11383,3.2092203384134546e-06
0.654,0.655,0.6545,12463,3.5137057961562757e-06
0.655,0.656,0.6555,10003,2.8201555868531834e-06
0.656,0.657,0.6565,11744,3.3109974219737863e-06
0.657,0.658,0.6575,9664,2.7245809848394645e-06
0.658,0.659,0.6585,10726,3.0239916849532387e-06
0.659,0.66,0.6595,8674,2.4454693152418786e-06
0.66,0.661,0.6605,10541,2.971834453765811e-06
0.661,0.662,0.6615,7926,2.2345849426570362e-06
0.662,0.663,0.6625,12519,3.5294939310021997e-06
0.663,0.664,0.6635,3000,8.457929381745027e-07
0.664,0.665,0.6645,16547,4.6651119159911655e-06
0.665,0.666,0.6655,246,6.935502093030922e-08
0.666,0.667,0.6665,16951,4.779012031665331e-06
0.667,0.668,0.6675,0,0.0
0.668,0.669,0.6685,11841,3.3383447269747622e-06
0.669,0.67,0.6695,4016,1.1322348132362677e-06
0.67,0.671,0.6705,8414,2.3721672606000887e-06
0.671,0.672,0.6715,6016,1.6960967720192695e-06
0.672,0.673,0.6725,7224,2.0366693951242025e-06
0.673,0.674,0.6735,6175,1.740923797742518e-06
0.674,0.675,0.6745,5864,1.6532432631517612e-06
0.675,0.676,0.6755,6721,1.8948581124902774e-06
0.676,0.677,0.6765,5634,1.5883991378917161e-06
0.677,0.678,0.6775,6007,1.6935593932047458e-06
0.678,0.679,0.6785,5196,1.4649133689182387e-06
0.679,0.68,0.6795,5043,1.421777929071339e-06
0.68,0.681,0.6805,6178,1.7417695906806926e-06
0.681,0.682,0.6815,4765,1.3434011168005018e-06
0.682,0.683,0.6825,4943,1.3935848311321888e-06
0.683,0.684,0.6835,4835,1.363136285357907e-06
0.684,0.685,0.6845,4354,1.227527484270595e-06
0.685,0.686,0.6855,4410,1.243315619116519e-06
0.686,0.687,0.6865,4019,1.1330806061744422e-06
0.687,0.688,0.6875,4756,1.3408637379859783e-06
0.688,0.689,0.6885,3637,1.0253829720468888e-06
0.689,0.69,0.6895,4120,1.1615556350929836e-06
0.69,0.691,0.6905,3866,1.0899451663275424e-06
0.691,0.692,0.6915,3947,1.112781575658254e-06
0.692,0.693,0.6925,3764,1.0611882064296093e-06
0.693,0.694,0.6935,3226,9.095093395169819e-07
0.694,0.695,0.6945,3246,9.151479591048119e-07
0.695,0.696,0.6955,3506,9.884500137466021e-07
0.696,0.697,0.6965,3464,9.76608912612159e-07
0.697,0.698,0.6975,2984,8.412820425042387e-07
0.698,0.699,0.6985,2814,7.933537760076835e-07
0.699,0.7,0.6995,1932,5.446906521843797e-07
0.7,0.701,0.7005,3783,1.0665448950380479e-06
0.701,0.702,0.7015,2928,8.254939076583146e-07
0.702,0.703,0.7025,2453,6.915766924473517e-07
0.703,0.704,0.7035,2694,7.595220584807034e-07
0.704,0.705,0.7045,2422,6.828368320862152e-07
0.705,0.706,0.7055,2798,7.888428803374195e-07
0.706,0.707,0.7065,2050,5.779585077525769e-07
0.707,0.708,0.7075,2387,6.729692478075126e-07
0.708,0.709,0.7085,2313,6.521063553325416e-07
0.709,0.71,0.7095,2059,5.804958865671003e-07
0.71,0.711,0.7105,2180,6.146095350734719e-07
0.711,0.712,0.7115,1873,5.280567244002812e-07
0.712,0.713,0.7125,1802,5.080396248634847e-07
0.713,0.714,0.7135,1837,5.179072091421871e-07
0.714,0.715,0.7145,1829,5.156517613070552e-07
0.715,0.716,0.7155,2087,5.883899539900623e-07
0.716,0.717,0.7165,1911,5.387701016171583e-07
0.717,0.718,0.7175,1690,4.764633551716365e-07
0.718,0.719,0.7185,1615,4.5531853171727395e-07
0.719,0.72,0.7195,1356,3.822984080548752e-07
0.72,0.721,0.7205,1729,4.87458663367905e-07
0.721,0.722,0.7215,1541,4.344556392423029e-07
0.722,0.723,0.7225,1429,4.028793695504548e-07
0.723,0.724,0.7235,1446,4.076721962001103e-07
0.724,0.725,0.7245,1281,3.6115358460051264e-07
0.725,0.726,0.7255,1408,3.969588189832333e-07
0.726,0.727,0.7265,1278,3.6030779166233816e-07
0.727,0.728,0.7275,1437,4.051348173855868e-07
0.728,0.729,0.7285,1153,3.250664192384005e-07
0.729,0.73,0.7295,1306,3.682018590853002e-07
0.73,0.731,0.7305,1114,3.14071111042132e-07
0.731,0.732,0.7315,1069,3.0138421696951445e-07
0.732,0.733,0.7325,1217,3.431100019194566e-07
0.733,0.734,0.7335,1022,2.881334609381139e-07
0.734,0.735,0.7345,983,2.771381527418454e-07
0.735,0.736,0.7355,970,2.734730500097559e-07
0.736,0.737,0.7365,1058,2.9828297619620797e-07
0.737,0.738,0.7375,911,2.568391222256573e-07
0.738,0.739,0.7385,899,2.534559504729593e-07
0.739,0.74,0.7395,848,2.3907747052399277e-07
0.74,0.741,0.7405,807,2.2751830036894123e-07
0.741,0.742,0.7415,957,2.6980794727766637e-07
0.742,0.743,0.7425,742,2.0919278670849367e-07
0.743,0.744,0.7435,812,2.2892795526589872e-07
0.744,0.745,0.7445,825,2.3259305799798824e-07
0.745,0.746,0.7455,570,1.6070065825315552e-07
0.746,0.747,0.7465,923,2.6022229397835534e-07
0.747,0.748,0.7475,338,9.52926710343273e-08
0.748,0.749,0.7485,979,2.760104288242794e-07
0.749,0.75,0.7495,0,0.0
0.75,0.751,0.7505,1190,3.354978654758861e-07
0.751,0.752,0.7515,785,2.213158188223282e-07
0.752,0.753,0.7525,374,1.0544218629242133e-07
0.753,0.754,0.7535,714,2.0129871928553165e-07
0.754,0.755,0.7545,631,1.7789844799603706e-07
0.755,0.756,0.7555,552,1.556259006241085e-07
0.756,0.757,0.7565,500,1.4096548969575045e-07
0.757,0.758,0.7575,508,1.4322093753088244e-07
0.758,0.759,0.7585,488,1.3758231794305245e-07
0.759,0.76,0.7595,420,1.1841101134443037e-07
0.76,0.761,0.7605,539,1.5196079789201897e-07
0.761,0.762,0.7615,532,1.4998728103627847e-07
0.762,0.763,0.7625,417,1.1756521840625588e-07
0.763,0.764,0.7635,415,1.1700135644747287e-07
0.764,0.765,0.7645,378,1.0656991020998734e-07
0.765,0.766,0.7655,474,1.336352842315714e-07
0.766,0.767,0.7665,376,1.0600604825120434e-07
0.767,0.768,0.7675,331,9.331915417858679e-08
0.768,0.769,0.7685,391,1.1023501294207684e-07
0.769,0.77,0.7695,422,1.1897487330321338e-07
0.77,0.771,0.7705,356,1.0036742866337432e-07
0.771,0.772,0.7715,317,8.937212046710578e-08
0.772,0.773,0.7725,336,9.47288090755443e-08
0.773,0.774,0.7735,382,1.0769763412755334e-07
0.774,0.775,0.7745,300,8.457929381745027e-08
0.775,0.776,0.7755,327,9.219143026102079e-08
0.776,0.777,0.7765,380,1.0713377216877034e-07
0.777,0.778,0.7775,304,8.570701773501628e-08
0.778,0.779,0.7785,232,6.540798721882821e-08
0.779,0.78,0.7795,243,6.850922799213472e-08
0.78,0.781,0.7805,269,7.583943345631374e-08
0.781,0.782,0.7815,267,7.527557149753074e-08
0.782,0.783,0.7825,264,7.442977855935623e-08
0.783,0.784,0.7835,223,6.28706084043047e-08
0.784,0.785,0.7845,237,6.68176421157857e-08
0.785,0.786,0.7855,223,6.28706084043047e-08
0.786,0.787,0.7865,255,7.189239974483273e-08
0.787,0.788,0.7875,217,6.11790225279557e-08
0.788,0.789,0.7885,204,5.751391979586618e-08
0.789,0.79,0.7895,219,6.17428844867387e-08
0.79,0.791,0.7905,186,5.2439162166819164e-08
0.791,0.792,0.7915,210,5.9205505672215186e-08
0.792,0.793,0.7925,183,5.1593369228644665e-08
0.793,0.794,0.7935,188,5.300302412560217e-08
0.794,0.795,0.7945,183,5.1593369228644665e-08
0.795,0.796,0.7955,194,5.4694610001951176e-08
0.796,0.797,0.7965,217,6.11790225279557e-08
0.797,0.798,0.7975,107,3.0166614794890596e-08
0.798,0.799,0.7985,215,6.06151605691727e-08
0.799,0.8,0.7995,0,0.0
0.8,0.801,0.8005,234,6.597184917761121e-08
0.801,0.802,0.8015,197,5.5540402940125675e-08
0.802,0.803,0.8025,93,2.6219581083409582e-08
0.803,0.804,0.8035,158,4.4545094743857144e-08
0.804,0.805,0.8045,136,3.834261319724412e-08
0.805,0.806,0.8055,157,4.426316376446564e-08
0.806,0.807,0.8065,116,3.270399360941411e-08
0.807,0.808,0.8075,127,3.580523438272061e-08
0.808,0.809,0.8085,131,3.693295830028662e-08
0.809,0.81,0.8095,119,3.3549786547588606e-08
0.81,0.811,0.8105,111,3.12943387124566e-08
0.811,0.812,0.8115,121,3.4113648506371606e-08
0.812,0.813,0.8125,109,3.0730476753673595e-08
0.813,0.814,0.8135,123,3.467751046515461e-08
0.814,0.815,0.8145,106,2.9884683815499096e-08
0.815,0.816,0.8155,106,2.9884683815499096e-08
0.816,0.817,0.8165,118,3.3267855568197107e-08
0.817,0.818,0.8175,84,2.3682202268886074e-08
0.818,0.819,0.8185,124,3.495944144454611e-08
0.819,0.82,0.8195,74,2.0862892474971067e-08
0.82,0.821,0.8205,90,2.537378814523508e-08
0.821,0.822,0.8215,86,2.4246064227669077e-08
0.822,0.823,0.8225,64,1.804358268105606e-08
0.823,0.824,0.8235,89,2.509185716584358e-08
0.824,0.825,0.8245,87,2.4527995207060577e-08
0.825,0.826,0.8255,68,1.917130659862206e-08
0.826,0.827,0.8265,101,2.847502891854159e-08
0.827,0.828,0.8275,49,1.3814617990183544e-08
0.828,0.829,0.8285,66,1.860744463983906e-08
0.829,0.83,0.8295,66,1.860744463983906e-08
0.83,0.831,0.8305,78,2.199061639253707e-08
0.831,0.832,0.8315,53,1.4942341907749548e-08
0.832,0.833,0.8325,46,1.2968825052009041e-08
0.833,0.834,0.8335,100,2.819309793915009e-08
0.834,0.835,0.8345,66,1.860744463983906e-08
0.835,0.836,0.8355,36,1.0149515258094032e-08
0.836,0.837,0.8365,53,1.4942341907749548e-08
0.837,0.838,0.8375,50,1.4096548969575045e-08
0.838,0.839,0.8385,67,1.888937561923056e-08
0.839,0.84,0.8395,37,1.0431446237485533e-08
0.84,0.841,0.8405,89,2.509185716584358e-08
0.841,0.842,0.8415,46,1.2968825052009041e-08
0.842,0.843,0.8425,57,1.607006582531555e-08
0.843,0.844,0.8435,43,1.2123032113834539e-08
0.844,0.845,0.8445,52,1.4660410928358047e-08
0.845,0.846,0.8455,33,9.30372231991953e-09
0.846,0.847,0.8465,58,1.6351996804707053e-08
0.847,0.848,0.8475,32,9.02179134052803e-09
0.848,0.849,0.8485,55,1.550620386653255e-08
0.849,0.85,0.8495,27,7.612136443570524e-09
0.85,0.851,0.8505,58,1.6351996804707053e-08
0.851,0.852,0.8515,32,9.02179134052803e-09
0.852,0.853,0.8525,43,1.2123032113834539e-08
0.853,0.854,0.8535,35,9.867584278702532e-09
0.854,0.855,0.8545,47,1.3250756031400543e-08
0.855,0.856,0.8555,40,1.1277239175660036e-08
0.856,0.857,0.8565,21,5.9205505672215186e-09
0.857,0.858,0.8575,40,1.1277239175660036e-08
0.858,0.859,0.8585,50,1.4096548969575045e-08
0.859,0.86,0.8595,63,1.7761651701664556e-08
0.86,0.861,0.8605,33,9.30372231991953e-09
0.861,0.862,0.8615,41,1.1559170155051537e-08
0.862,0.863,0.8625,40,1.1277239175660036e-08
0.863,0.864,0.8635,38,1.0713377216877035e-08
0.864,0.865,0.8645,21,5.9205505672215186e-09
0.865,0.866,0.8655,30,8.457929381745027e-09
0.866,0.867,0.8665,47,1.3250756031400543e-08
0.867,0.868,0.8675,25,7.048274484787523e-09
0.868,0.869,0.8685,33,9.30372231991953e-09
0.869,0.87,0.8695,20,5.638619587830018e-09
0.87,0.871,0.8705,39,1.0995308196268534e-08
0.871,0.872,0.8715,13,3.6651027320895116e-09
0.872,0.873,0.8725,24,6.766343505396021e-09
0.873,0.874,0.8735,27,7.612136443570524e-09
0.874,0.875,0.8745,8,2.2554478351320073e-09
0.875,0.876,0.8755,42,1.1841101134443037e-08
0.876,0.877,0.8765,33,9.30372231991953e-09
0.877,0.878,0.8775,25,7.048274484787523e-09
0.878,0.879,0.8785,27,7.612136443570524e-09
0.879,0.88,0.8795,29,8.175998402353527e-09
0.88,0.881,0.8805,33,9.30372231991953e-09
0.881,0.882,0.8815,28,7.894067422962025e-09
0.882,0.883,0.8825,17,4.792826649655515e-09
0.883,0.884,0.8835,20,5.638619587830018e-09
0.884,0.885,0.8845,22,6.20248154661302e-09
0.885,0.886,0.8855,21,5.9205505672215186e-09
0.886,0.887,0.8865,10,2.819309793915009e-09
0.887,0.888,0.8875,18,5.074757629047016e-09
0.888,0.889,0.8885,27,7.612136443570524e-09
0.889,0.89,0.8895,13,3.6651027320895116e-09
0.89,0.891,0.8905,30,8.457929381745027e-09
0.891,0.892,0.8915,19,5.356688608438517e-09
0.892,0.893,0.8925,15,4.228964690872513e-09
0.893,0.894,0.8935,22,6.20248154661302e-09
0.894,0.895,0.8945,23,6.484412526004521e-09
0.895,0.896,0.8955,11,3.10124077330651e-09
0.896,0.897,0.8965,17,4.792826649655515e-09
0.897,0.898,0.8975,33,9.30372231991953e-09
0.898,0.899,0.8985,18,5.074757629047016e-09
0.899,0.9,0.8995,6,1.6915858763490053e-09
0.9,0.901,0.9005,18,5.074757629047016e-09
0.901,0.902,0.9015,10,2.819309793915009e-09
0.902,0.903,0.9025,24,6.766343505396021e-09
0.903,0.904,0.9035,24,6.766343505396021e-09
0.904,0.905,0.9045,14,3.947033711481013e-09
0.905,0.906,0.9055,11,3.10124077330651e-09
0.906,0.907,0.9065,15,4.228964690872513e-09
0.907,0.908,0.9075,10,2.819309793915009e-09
0.908,0.909,0.9085,12,3.3831717526980106e-09
0.909,0.91,0.9095,17,4.792826649655515e-09
0.91,0.911,0.9105,20,5.638619587830018e-09
0.911,0.912,0.9115,7,1.9735168557405063e-09
0.912,0.913,0.9125,7,1.9735168557405063e-09
0.913,0.914,0.9135,9,2.537378814523508e-09
0.914,0.915,0.9145,10,2.819309793915009e-09
0.915,0.916,0.9155,13,3.6651027320895116e-09
0.916,0.917,0.9165,7,1.9735168557405063e-09
0.917,0.918,0.9175,7,1.9735168557405063e-09
0.918,0.919,0.9185,11,3.10124077330651e-09
0.919,0.92,0.9195,4,1.1277239175660037e-09
0.92,0.921,0.9205,24,6.766343505396021e-09
0.921,0.922,0.9215,16,4.510895670264015e-09
0.922,0.923,0.9225,2,5.638619587830018e-10
0.923,0.924,0.9235,26,7.330205464179023e-09
0.924,0.925,0.9245,8,2.2554478351320073e-09
0.925,0.926,0.9255,14,3.947033711481013e-09
0.926,0.927,0.9265,12,3.3831717526980106e-09
0.927,0.928,0.9275,14,3.947033711481013e-09
0.928,0.929,0.9285,13,3.6651027320895116e-09
0.929,0.93,0.9295,13,3.6651027320895116e-09
0.93,0.931,0.9305,11,3.10124077330651e-09
0.931,0.932,0.9315,8,2.2554478351320073e-09
0.932,0.933,0.9325,11,3.10124077330651e-09
0.933,0.934,0.9335,17,4.792826649655515e-09
0.934,0.935,0.9345,13,3.6651027320895116e-09
0.935,0.936,0.9355,8,2.2554478351320073e-09
0.936,0.937,0.9365,14,3.947033711481013e-09
0.937,0.938,0.9375,6,1.6915858763490053e-09
0.938,0.939,0.9385,4,1.1277239175660037e-09
0.939,0.94,0.9395,9,2.537378814523508e-09
0.94,0.941,0.9405,7,1.9735168557405063e-09
0.941,0.942,0.9415,4,1.1277239175660037e-09
0.942,0.943,0.9425,9,2.537378814523508e-09
0.943,0.944,0.9435,22,6.20248154661302e-09
0.944,0.945,0.9445,10,2.819309793915009e-09
0.945,0.946,0.9455,5,1.4096548969575045e-09
0.946,0.947,0.9465,6,1.6915858763490053e-09
0.947,0.948,0.9475,6,1.6915858763490053e-09
0.948,0.949,0.9485,16,4.510895670264015e-09
0.949,0.95,0.9495,5,1.4096548969575045e-09
0.95,0.951,0.9505,7,1.9735168557405063e-09
0.951,0.952,0.9515,6,1.6915858763490053e-09
0.952,0.953,0.9525,10,2.819309793915009e-09
0.953,0.954,0.9535,9,2.537378814523508e-09
0.954,0.955,0.9545,1,2.819309793915009e-10
0.955,0.956,0.9555,7,1.9735168557405063e-09
0.956,0.957,0.9565,6,1.6915858763490053e-09
0.957,0.958,0.9575,4,1.1277239175660037e-09
0.958,0.959,0.9585,4,1.1277239175660037e-09
0.959,0.96,0.9595,4,1.1277239175660037e-09
0.96,0.961,0.9605,3,8.457929381745027e-10
0.961,0.962,0.9615,5,1.4096548969575045e-09
0.962,0.963,0.9625,10,2.819309793915009e-09
0.963,0.964,0.9635,8,2.2554478351320073e-09
0.964,0.965,0.9645,12,3.3831717526980106e-09
0.965,0.966,0.9655,2,5.638619587830018e-10
0.966,0.967,0.9665,6,1.6915858763490053e-09
0.967,0.968,0.9675,6,1.6915858763490053e-09
0.968,0.969,0.9685,3,8.457929381745027e-10
0.969,0.97,0.9695,1,2.819309793915009e-10
0.97,0.971,0.9705,2,5.638619587830018e-10
0.971,0.972,0.9715,11,3.10124077330651e-09
0.972,0.973,0.9725,26,7.330205464179023e-09
0.973,0.974,0.9735,3,8.457929381745027e-10
0.974,0.975,0.9745,2,5.638619587830018e-10
0.975,0.976,0.9755,2,5.638619587830018e-10
0.976,0.977,0.9765,3,8.457929381745027e-10
0.977,0.978,0.9775,4,1.1277239175660037e-09
0.978,0.979,0.9785,4,1.1277239175660037e-09
0.979,0.98,0.9795,0,0.0
0.98,0.981,0.9805,5,1.4096548969575045e-09
0.981,0.982,0.9815,3,8.457929381745027e-10
0.982,0.983,0.9825,4,1.1277239175660037e-09
0.983,0.984,0.9835,2,5.638619587830018e-10
0.984,0.985,0.9845,1,2.819309793915009e-10
0.985,0.986,0.9855,3,8.457929381745027e-10
0.986,0.987,0.9865,3,8.457929381745027e-10
0.987,0.988,0.9875,2,5.638619587830018e-10
0.988,0.989,0.9885,0,0.0
0.989,0.99,0.9895,1,2.819309793915009e-10
0.99,0.991,0.9905,2,5.638619587830018e-10
0.991,0.992,0.9915,0,0.0
0.992,0.993,0.9925,2,5.638619587830018e-10
0.993,0.994,0.9935,1,2.819309793915009e-10
0.994,0.995,0.9945,1,2.819309793915009e-10
0.995,0.996,0.9955,0,0.0
0.996,0.997,0.9965,0,0.0
0.997,0.998,0.9975,0,0.0
0.998,0.999,0.9985,0,0.0
0.999,1.0,0.9995,2039,5.748572669792703e-07
